code,subject_area
50.220.80.10,Visual inspection
50.220.90,Spinning (industrial processes)
50.230,Instrumentation
50.230.10,Instrument calibration
50.240,Management engineering
50.240.10,Business process reengineering
50.240.20,Collaborative work systems
50.240.20.10,Collaborative virtual prototyping
50.240.30,Decision analysis
50.240.30.10,Decision trees
50.240.30.10.10,Decision tree learning
50.240.40,Executives
50.240.50,Management benchmarking
50.240.60,Management planning and control
50.240.60.10,Critical path analysis
50.240.60.20,Gantt charts
50.240.60.30,PERT
50.240.60.40,Planning programming budgeting
50.240.60.50,Program evaluation and review technique
50.240.70,Operations research
50.240.80,Organizational realignment
50.240.90,Outsourcing
50.240.100,Privatization
50.240.110,Revenue management
50.240.120,Risk management
50.240.120.10,Insurance
50.240.130,Supply chain management
50.250,Manufacturing processes
50.250.10,Heat treatment
50.250.10.10,Tempering
50.250.20,Hot pressing
50.250.20.10,Hot isostatic pressing
50.250.30,Surface treatments
50.250.30.10,Chemical deposition
50.250.30.10.10,Chemical vapor deposition
50.250.30.10.20,Electrochemical deposition
50.250.30.20,Coatings
50.260,Marine engineering
50.260.10,Seaworthiness
50.260.20,Shipbuilding
50.270,Measurement
50.270.10,Distance measurement
50.270.20,Time measurement
50.280,Mechanical engineering
50.280.10,Actuators
50.280.20,Brakes
50.280.30,Engines
50.280.30.10,Internal combustion engines
50.280.40,Gears
50.280.50,Microtechnology
50.280.60,Nanoengineering
50.280.70,Pendulums
50.280.80,Pistons
50.280.90,Propulsion
50.280.90.10,Jet engines
50.280.90.20,Rockets
50.280.100,Robotics
50.280.100.10,Robotic behavior
50.280.100.20,Robotics systems
50.280.100.30,Robots
50.280.110,Rotors
50.280.120,Shutters
50.280.130,Tribology
50.280.130.10,Friction
50.280.130.20,Lubrication
50.280.140,Turbomachinery
50.280.150,Vibration engineering
50.280.160,Wheels
50.290,Membrane technology
50.290.10,Membrane dialysis
50.290.20,Membrane structures
50.300,Military engineering
50.310,Mining engineering
50.320,Nanotechnology
50.320.10,Bionanotechnology
50.320.20,Carbon nanotubes
50.320.30,Molecular electronics
50.320.40,Nanofabrication
50.320.50,Nanofluidics
50.320.60,Nanomaterials
50.320.70,Nanoparticles
50.320.80,Nanorobotics
50.320.90,Nanotubes
50.320.100,Nanowires
50.320.110,Programmable matter
50.320.120,Quantum dots
50.330,Navigation
50.330.10,Celestial guidance
50.330.20,Flight paths
50.330.30,Homing
50.330.40,Steering
50.340,Nuclear engineering
50.340.10,Nuclear decontamination
50.340.20,Site selection
50.350,Production engineering
50.350.10,Mass production
50.350.20,Production control
50.350.30,Production scheduling
50.350.40,System productivity
50.360,Reliability engineering
50.360.10,Reliability
50.370,Remote sensing
50.380,Sanitary engineering
50.380.10,Solid waste management
50.380.10.10,Sewage treatment
50.390,Signal processing
50.390.10,Array processing
50.390.20,Audio signal processing
50.390.30,Autocorrelation
50.390.40,Background signal noise
50.390.50,Bandwidth (signal processing)
50.390.60,Image processing
50.390.60.10,Object recognition (image processing)
50.390.70,Jitter
50.390.80,Modulation
50.390.90,Noise reduction
50.390.100,Peak values
50.390.110,Quantization (signal processing)
50.390.120,Seismic signal processing
50.390.130,Signal amplification
50.390.140,Signal filtering
50.390.140.10,Bandpass filters
50.390.140.20,Butterworth filters
50.390.140.30,Linear filters
50.390.140.40,Matched filters
50.390.150,Signal to noise ratio
50.390.160,Speech signal processing
50.390.170,Statistical signal processing
50.390.180,Video processing
50.390.190,White noise
50.400,Software engineering
50.400.10,Computer benchmarking
50.400.20,Constructive research
50.400.30,Fault tolerance
50.400.40,Parsers
50.400.50,Preprocessing
50.400.60,Software design
50.400.70,Software development
50.400.80,Software tools
50.400.90,Source code
50.400.100,Subroutines
50.410,Structural engineering
50.410.10,Built structures
50.410.10.10,Greenhouses
50.410.10.20,Membrane structures
50.410.10.30,Shelters
50.410.20,Site selection
50.410.30,Structural analysis
50.420,Synthetic biology
50.420.10,Synthetic bioengineering
50.420.10.10,Genome engineering
50.420.10.10.10,Synthetic genome editing
50.420.10.10.10.10,CRISPR
50.420.10.10.10.20,TALENs
50.420.10.10.10.30,Zinc finger nucleases
50.420.10.20,Macromolecular engineering
50.420.10.20.10,Macromolecular design
50.420.10.20.20,Protein engineering
50.420.10.20.20.10,Antibody engineering
50.420.10.20.20.20,Directed evolution
50.420.10.30,Metabolic engineering
50.420.10.40,Network engineering
50.420.10.50,Pathway engineering
50.420.20,Synthetic biosensors
50.420.30,Synthetic biotechnology
50.420.30.10,Nano-enabled synthetic biology
50.420.30.20,Synthetic nucleic acids
50.420.30.20.10,Glycol nucleic acids
50.420.30.20.20,Locked nucleic acids
50.420.30.20.30,Threose nucleic acids
50.420.30.30,Synthetic peptides
50.420.40,Synthetic biotherapeutics
50.420.50,Synthetic ecology
50.420.60,Synthetic genetic systems
50.420.60.10,Synthetic gene oscillators
50.420.60.20,Synthetic genetic networks
50.420.60.20.10,Synthetic promoters
50.420.70,Synthetic genomics
50.420.70.10,Synthetic chloroplasts
50.420.70.20,Synthetic genome editing
50.420.70.20.10,CRISPR
50.420.70.20.20,TALENs
50.420.70.20.30,Zinc finger nucleases
50.420.70.30,Synthetic plasmids
50.420.80,Synthetic life
50.430,Systems engineering
50.430.10,Concurrent engineering
50.430.20,Quality assurance
50.430.30,Risk analysis
50.430.40,Technology assessment
50.440,Technology development
50.440.10,Prototypes
50.450,Telecommunications
50.450.10,Broadband
50.450.20,Carrier frequencies
50.450.30,Multiplexing
50.460,Transportation
50.460.10,Aircraft
50.460.20,Airports
50.460.30,Ambulances
50.460.40,Boats
50.460.50,Ships
50.460.60,Transportation infrastructure
50.460.60.10,Canals
50.460.60.20,Roads
50.460.60.20.10,Highways
60,Medicine and health sciences
60.10,Anatomy
60.10.10,Abdomen
60.10.10.10,Peritoneum
60.10.10.10.10,Mesentery
60.10.20,Biological tissue
60.10.20.10,Adipose tissue
60.10.20.10.10,Brown adipose tissue
60.10.20.20,Connective tissue
60.10.20.20.10,Bone
60.10.20.20.10.10,Bone density
60.10.20.20.10.20,Bone matrix
60.10.20.20.10.30,Diaphyses
60.10.20.20.10.40,Epiphyses
60.10.20.20.10.50,Growth plate
60.10.20.20.10.60,Osteoclasts
60.10.20.20.10.70,Periosteum
60.10.20.20.20,Cartilage
60.10.20.20.20.10,Articular cartilage
60.10.20.20.20.20,Chondrocytes
60.10.20.20.20.30,Elastic cartilage
60.10.20.20.20.40,Fibrocartilage
60.10.20.20.20.50,Vertebrate cartilage
60.10.20.20.30,Connective tissue cells
60.10.20.20.30.10,Adipocytes
60.10.20.20.30.20,Chondrocytes
60.10.20.20.30.30,Fibroblasts
60.10.20.20.30.40,Mast cells
60.10.20.20.30.50,Odontoblasts
60.10.20.20.30.60,Odontoclasts
60.10.20.20.30.70,Osteoblasts
60.10.20.20.30.70.10,Osteocytes
60.10.20.20.30.80,Osteoclasts
60.10.20.20.30.90,Stromal cells
60.10.20.20.30.100,Theca cells
60.10.20.20.40,Granulation tissue
60.10.20.20.50,Ligaments
60.10.20.20.50.10,Periodontal ligament
60.10.20.20.60,Perichondrium
60.10.20.20.70,Tendons
60.10.20.30,Epithelium
60.10.20.30.10,Epithelial cells
60.10.20.30.10.10,Ameloblasts
60.10.20.30.10.20,Chief cells
60.10.20.30.10.30,Chromatophores
60.10.20.30.10.30.10,Melanocytes
60.10.20.30.10.30.20,Melanophores
60.10.20.30.10.40,Endothelial cells
60.10.20.30.10.50,Enterochromaffin cells
60.10.20.30.10.50.10,Argentaffin cells
60.10.20.30.10.50.20,G cells
60.10.20.30.10.60,Granulosa cells
60.10.20.30.10.70,Keratinocytes
60.10.20.30.10.70.10,Basal cells
60.10.20.30.10.70.20,Prickle cells
60.10.20.30.10.80,Labyrinth supporting cells
60.10.20.30.10.80.10,Claudius cells
60.10.20.30.10.80.20,Deiter's cells
60.10.20.30.10.80.30,Hensen cells
60.10.20.30.10.90,Merkel cells
60.10.20.30.10.100,Paneth cells
60.10.20.30.10.110,Parietal cells
60.10.20.30.10.120,Photocytes
60.10.20.30.10.130,Sertoli cells
60.10.20.30.20,Mucous membranes
60.10.20.40,Ganglia
60.10.20.50,Muscle tissue
60.10.20.50.10,Muscle cells
60.10.20.50.10.10,Myofibrils
60.10.20.50.10.10.10,Sarcomeres
60.10.20.50.10.20,Sarcolemmas
60.10.20.50.10.30,Smooth muscle cells
60.10.20.60,Necrotic tissue
60.10.20.70,Nerve tissue
60.10.20.80,Skin tissue
60.10.20.90,Soft tissues
60.10.20.100,Subcutaneous tissue
60.10.30,Body fluids
60.10.30.10,Amniotic fluid
60.10.30.20,Bile
60.10.30.20.10,Bilirubin
60.10.30.30,Blood
60.10.30.30.10,Alkali denaturation technique
60.10.30.30.20,Blood counts
60.10.30.30.20.10,Hematocrit
60.10.30.30.30,Blood flow
60.10.30.30.40,Blood groups
60.10.30.30.50,Blood plasma
60.10.30.30.60,Blood serum
60.10.30.30.60.10,Immune serum
60.10.30.30.60.20,Serum triglycerides
60.10.30.30.70,Blood sugar
60.10.30.30.80,Blood volume
60.10.30.30.90,Plasma volume
60.10.30.30.100,Platelets
60.10.30.40,Cerebrospinal fluid
60.10.30.50,Fluid physiology
60.10.30.60,Follicular fluid
60.10.30.70,Gastric mucosa
60.10.30.80,Interstitial fluid
60.10.30.90,Lymph
60.10.30.100,Milk
60.10.30.100.10,Breast milk
60.10.30.110,Mucus
60.10.30.110.10,Sputum
60.10.30.120,Nasal mucosa
60.10.30.130,Saliva
60.10.30.140,Semen
60.10.30.150,Sweat
60.10.30.160,Synovial fluid
60.10.30.170,Urine
60.10.40,Bone
60.10.40.10,Bone density
60.10.40.20,Bone matrix
60.10.40.30,Diaphyses
60.10.40.40,Epiphyses
60.10.40.50,Growth plate
60.10.40.60,Osteoclasts
60.10.40.70,Periosteum
60.10.50,Brain
60.10.50.10,Amygdala
60.10.50.20,Auditory cortex
60.10.50.30,Basal ganglia
60.10.50.30.10,Caudate nucleus
60.10.50.40,Brainstem
60.10.50.40.10,Medulla oblongata
60.10.50.40.20,Midbrain
60.10.50.50,Cerebellar cortex
60.10.50.60,Cerebral cortex
60.10.50.60.10,Cerebellar nuclei
60.10.50.60.20,Cerebellum
60.10.50.60.30,Entorhinal cortex
60.10.50.60.40,Frontal lobe
60.10.50.60.50,Occipital lobe
60.10.50.60.60,Parietal lobe
60.10.50.60.70,Temporal lobe
60.10.50.70,Cerebral hemispheres
60.10.50.70.10,Left hemisphere
60.10.50.70.20,Right hemisphere
60.10.50.80,Cerebrum
60.10.50.90,Choroid plexus
60.10.50.100,Cingulate cortex
60.10.50.110,Corpus callosum
60.10.50.120,Diencephalon
60.10.50.130,Fourth ventricle
60.10.50.140,Globus pallidus
60.10.50.150,Hindbrain
60.10.50.160,Hippocampal formation
60.10.50.160.10,Dentate gyrus
60.10.50.170,Hippocampus
60.10.50.180,Hypothalamus
60.10.50.180.10,Arcuate nucleus
60.10.50.190,Inferior colliculus
60.10.50.200,Limbic system
60.10.50.210,Locus coeruleus
60.10.50.220,Motor cortex
60.10.50.230,Neocortex
60.10.50.240,Neostriatum
60.10.50.250,Nucleus accumbens
60.10.50.260,Olfactory bulb
60.10.50.270,Piriform cortex
60.10.50.280,Prefrontal cortex
60.10.50.290,Preoptic area
60.10.50.300,Red nucleus
60.10.50.310,Somatosensory cortex
60.10.50.320,Substantia nigra
60.10.50.330,Superior colliculus
60.10.50.340,Suprachiasmatic nucleus
60.10.50.350,Thalamus
60.10.50.350.10,Thalamic nuclei
60.10.50.360,Ventral tegmental area
60.10.50.370,Visual cortex
60.10.60,Cardiovascular anatomy
60.10.60.10,Blood vessels
60.10.60.10.10,Aorta
60.10.60.10.20,Aortic bifurcation
60.10.60.10.30,Arteries
60.10.60.10.30.10,Arterial bifurcations
60.10.60.10.30.20,Carotid arteries
60.10.60.10.30.30,Carotid body
60.10.60.10.30.40,Cerebral arteries
60.10.60.10.30.50,Common carotid arteries
60.10.60.10.30.60,Coronary arteries
60.10.60.10.30.70,Femoral arteries
60.10.60.10.30.80,Mesenteric arteries
60.10.60.10.30.90,Pulmonary arteries
60.10.60.10.30.100,Renal arteries
60.10.60.10.40,Arterioles
60.10.60.10.50,Capillaries
60.10.60.10.60,Retinal vessels
60.10.60.10.70,Veins
60.10.60.10.70.10,Inferior vena cava
60.10.60.10.70.20,Jugular vein
60.10.60.10.70.30,Portal veins
60.10.60.10.70.40,Umbilical veins
60.10.60.10.80,Venules
60.10.60.20,Endothelium
60.10.60.30,Heart
60.10.60.30.10,Aortic valve
60.10.60.30.20,Endocardium
60.10.60.30.30,Epicardium
60.10.60.30.40,Myocardium
60.10.60.30.50,Pericardium
60.10.60.30.60,Ventricles (heart)
60.10.70,Comparative anatomy
60.10.80,Digestive system
60.10.80.10,Gastrointestinal tract
60.10.80.10.10,Anus
60.10.80.10.20,Cardia
60.10.80.10.30,Cecum
60.10.80.10.40,Colon
60.10.80.10.50,Duodenum
60.10.80.10.60,Esophagus
60.10.80.10.70,Gastric mucosa
60.10.80.10.80,Ileum
60.10.80.10.90,Jejunum
60.10.80.10.100,Large intestine
60.10.80.10.110,Rectum
60.10.80.10.120,Small intestine
60.10.80.10.130,Stomach
60.10.80.20,Mouth
60.10.80.20.10,Lips
60.10.80.20.20,Mandible
60.10.80.20.30,Palate
60.10.80.20.40,Tongue
60.10.80.30,Pharynx
60.10.80.30.10,Nasopharynx
60.10.80.30.20,Oropharynx
60.10.80.40,Salivary glands
60.10.80.40.10,Parotid glands
60.10.80.40.20,Sublingual glands
60.10.80.40.30,Submandibular glands
60.10.80.50,Teeth
60.10.80.50.10,Dental pulp
60.10.80.50.20,Dentin
60.10.80.50.30,Incisors
60.10.80.50.40,Molars
60.10.90,Endocrine system
60.10.90.10,Adrenal cortex
60.10.90.20,Adrenal glands
60.10.90.30,Endocrine cells
60.10.90.40,Endocrine subsystems
60.10.90.50,Pancreas
60.10.90.50.10,Pancreatic ducts
60.10.90.60,Parathyroid
60.10.90.70,Pineal gland
60.10.90.80,Pituitary gland
60.10.90.90,Thyroid
60.10.100,Exocrine glands
60.10.100.10,Mammary glands
60.10.100.20,Pancreas
60.10.100.20.10,Pancreatic ducts
60.10.100.30,Prostate gland
60.10.100.40,Salivary glands
60.10.100.40.10,Parotid glands
60.10.100.40.20,Sublingual glands
60.10.100.40.30,Submandibular glands
60.10.100.50,Sweat glands
60.10.110,Head
60.10.110.10,Ears
60.10.110.10.10,Inner ear
60.10.110.10.10.10,Cochlea
60.10.110.10.10.10.10,Cochlear ducts
60.10.110.10.10.20,Otolith
60.10.110.10.10.30,Saccules
60.10.110.10.20,Middle ear
60.10.110.10.30,Organ of Corti
60.10.110.10.40,Semicircular canals
60.10.110.20,Eyes
60.10.110.20.10,Eye color
60.10.110.30,Face
60.10.110.30.10,Cheeks
60.10.110.30.20,Chin
60.10.110.30.30,Forehead
60.10.110.30.40,Lips
60.10.110.30.50,Nose
60.10.110.40,Jaw
60.10.110.40.10,Teeth
60.10.110.40.10.10,Dental pulp
60.10.110.40.10.20,Dentin
60.10.110.40.10.30,Incisors
60.10.110.40.10.40,Molars
60.10.110.50,Scalp
60.10.120,Histology
60.10.120.10,Histological examination
60.10.130,Integumentary system
60.10.130.10,Hair
60.10.130.10.10,Hair follicles
60.10.130.20,Nails
60.10.130.30,Skin
60.10.130.30.10,Dermis
60.10.130.30.20,Epidermis
60.10.130.30.30,Eyelids
60.10.130.30.40,Hair follicles
60.10.130.30.50,Hypodermis
60.10.130.30.60,Sebaceous glands
60.10.130.30.70,Skin anatomy
60.10.130.30.80,Skin physiology
60.10.130.30.90,Sweat glands
60.10.140,Liver
60.10.140.10,Biliary system
60.10.140.10.10,Bile ducts
60.10.140.10.20,Gallbladder
60.10.140.20,Hepatocytes
60.10.150,Lymphatic system
60.10.150.10,Lymph nodes
60.10.150.20,Lymphoid follicles
60.10.150.30,Lymphoid organs
60.10.150.40,Lymphoid tissue
60.10.150.50,Peyer's patches
60.10.160,Musculoskeletal system
60.10.160.10,Joints (anatomy)
60.10.160.10.10,Ankle joints
60.10.160.10.20,Knee joints
60.10.160.10.30,Knuckles
60.10.160.20,Limbs (anatomy)
60.10.160.20.10,Arms
60.10.160.20.10.10,Elbow
60.10.160.20.10.20,Forearms
60.10.160.20.10.30,Hands
60.10.160.20.10.30.10,Fingers
60.10.160.20.10.30.20,Knuckles
60.10.160.20.10.30.30,Thumbs
60.10.160.20.10.40,Wrist
60.10.160.20.20,Legs
60.10.160.20.20.10,Ankles
60.10.160.20.20.20,Feet (anatomy)
60.10.160.20.20.20.10,Toes
60.10.160.20.20.30,Knees
60.10.160.30,Muscles
60.10.160.30.10,Abdominal muscles
60.10.160.30.20,Cardiac muscles
60.10.160.30.30,Gastrocnemius muscles
60.10.160.30.40,Muscle components
60.10.160.30.50,Muscle fibers
60.10.160.30.50.10,Cardiac muscle fibers
60.10.160.30.50.20,Skeletal muscle fibers
60.10.160.30.50.20.10,Fast-twitch muscle fibers
60.10.160.30.50.20.20,Slow-twitch muscle fibers
60.10.160.30.60,Papillary muscles
60.10.160.30.70,Pharyngeal muscles
60.10.160.30.80,Skeletal muscles
60.10.160.30.90,Smooth muscles
60.10.160.30.100,Soleus muscles
60.10.160.30.110,Triceps
60.10.160.40,Pelvis
60.10.160.40.10,Hip
60.10.160.40.20,Ilium
60.10.160.40.30,Ischium
60.10.160.40.40,Pubis
60.10.160.50,Shoulders
60.10.160.60,Skeleton
60.10.160.60.10,Femur
60.10.160.60.20,Fibula
60.10.160.60.30,Frontal bones
60.10.160.60.40,Humerus
60.10.160.60.50,Maxilla
60.10.160.60.60,Phalanges
60.10.160.60.70,Ribs
60.10.160.60.80,Skull
60.10.160.60.80.10,Alveolar bone
60.10.160.60.80.20,Cranial sutures
60.10.160.60.80.30,Cranium
60.10.160.60.80.40,Mastoid process
60.10.160.60.90,Sternum
60.10.160.60.100,Tibia
60.10.160.70,Spine
60.10.160.70.10,Cervical vertebrae
60.10.160.70.20,Lumbar vertebrae
60.10.160.70.30,Vertebrae
60.10.160.80,Symphyses
60.10.170,Neck
60.10.170.10,Throat
60.10.170.10.10,Larynx
60.10.170.10.20,Tonsils
60.10.180,Nervous system
60.10.180.10,Autonomic nervous system
60.10.180.20,Central nervous system
60.10.180.20.10,Blood-brain barrier
60.10.180.20.20,Meninges
60.10.180.30,Cerebrospinal fluid
60.10.180.40,Motor system
60.10.180.50,Nerves
60.10.180.50.10,Auditory nerves
60.10.180.50.20,Cranial nerves
60.10.180.50.20.10,Facial nerve
60.10.180.50.30,Nerve endings
60.10.180.50.40,Sciatic nerves
60.10.180.50.50,Spinal nerves
60.10.180.60,Nerve tissue
60.10.180.70,Neuroanatomy
60.10.180.70.10,Connectomics
60.10.180.70.20,Neural pathways
60.10.180.70.30,Neurovasculature
60.10.180.70.40,Pituitary gland
60.10.180.70.50,Spinal cord
60.10.180.80,Peripheral nervous system
60.10.180.90,Sympathetic nervous system
60.10.180.100,Synapses
60.10.180.100.10,Electrical synapses
60.10.180.100.20,Gap junctions
60.10.180.100.30,Neuromuscular junctions
60.10.180.100.40,Post-synaptic membranes
60.10.180.100.50,Pre-synaptic membranes
60.10.180.100.60,Synaptic vesicles
60.10.180.100.70,Synaptosomes
60.10.190,Ocular system
60.10.190.10,Eyes
60.10.190.10.10,Eye color
60.10.190.20,Intraocular pressure
60.10.190.30,Ocular anatomy
60.10.190.30.10,Choroid
60.10.190.30.20,Cornea
60.10.190.30.30,Corneal epithelium
60.10.190.30.40,Eye muscles
60.10.190.30.50,Fovea centralis
60.10.190.30.60,Iris
60.10.190.30.70,Lens (anatomy)
60.10.190.30.80,Pupil
60.10.190.30.90,Retina
60.10.190.30.100,Retinal vessels
60.10.190.30.110,Trabecular meshwork
60.10.190.40,Optic nerve
60.10.190.50,Optic tract
60.10.200,Olfactory organs
60.10.210,Renal system
60.10.210.10,Bladder
60.10.210.20,Kidneys
60.10.210.20.10,Glomeruli
60.10.210.20.20,Nephrons
60.10.210.30,Renal anatomy
60.10.210.40,Ureter
60.10.210.50,Urothelium
60.10.220,Reproductive system
60.10.220.10,Asexual reproduction
60.10.220.20,Breast tissue
60.10.220.20.10,Mammary glands
60.10.220.30,Cotyledons (anatomy)
60.10.220.40,Fallopian tubes
60.10.220.50,Genital anatomy
60.10.220.50.10,Cervix
60.10.220.50.20,Clitoris
60.10.220.50.30,Epididymis
60.10.220.50.40,Gonads
60.10.220.50.50,Penis
60.10.220.50.60,Seminiferous tubules
60.10.220.50.70,Testes
60.10.220.50.80,Vagina
60.10.220.50.90,Vulva
60.10.220.60,Ovaries
60.10.220.60.10,Follicular fluid
60.10.220.60.20,Ovarian follicles
60.10.220.70,Placenta
60.10.220.70.10,Placentation
60.10.220.80,Seminal vesicles
60.10.220.90,Sporulation
60.10.220.100,Uterus
60.10.220.100.10,Decidua
60.10.220.100.20,Endometrium
60.10.220.100.30,Myometrium
60.10.230,Respiratory system
60.10.230.10,Alveoli
60.10.230.10.10,Pneumocytes
60.10.230.20,Bronchi
